lon,lat
-74.3473717,40.6589912
-78.8783689,42.88644679999999
-78.80392259999999,42.963391
-81.17204389999999,37.7692817
-100.8726618,37.9716898
-82.21737859999999,41.2939386
-86.8055466,33.5826044
-95.7083131,37.2242358
-97.14362539999999,34.1742611
-91.8294817,30.1231441
-91.4528998,33.7123297
-76.98468079999999,36.2868223
-75.2340768,39.427337
-75.3499123,39.9020565
-74.10680909999999,40.826489
-80.1425781,39.4850848
-74.285017,40.7189709
-88.0896618,30.74515449999999
-83.3323851,34.5773206
-81.5510726,37.3662577
-74.43304739999999,40.336419
-74.2107006,40.6639916
-64.7031977,17.7466397
-83.6949176,36.76203
-82.63793869999999,38.4784144
-80.2461714,40.17396
-90.2192941,41.78947480000001
-74.4273743,40.6301025
-73.7629097,41.03398620000001
-85.7584557,38.2526647
-85.2527381,37.5697868
-104.6091409,38.2544472
-84.28073289999999,30.4382559
-84.63301150000001,40.1028264
-87.32470769999999,31.5279399
-84.3542049,42.1764362
-97.33005299999999,37.68717609999999
-77.84693740000002,36.7576469
-74.3222146,40.7016937
-87.41390919999999,39.4667034
-75.0479726,39.9503838
-96.3088693,32.5890238
-83.30993029999999,42.2942045
-88.0950263,33.2617871
-96.18166260000001,38.403903
-61.51232640000001,10.6472098
-80.2461714,40.17396
-117.2058765,34.0563884
-81.3687243,38.1945491
-74.2048677,40.767323
-71.1550451,41.7014912
-95.969402,28.9827565
-73.8370786,40.9125992
-83.6874562,43.0125274
-80.2109134,33.6951627
-81.378447,40.79894729999999
-90.6550917,33.4509513
-75.83327179999999,39.60677889999999
-75.1157286,40.1439985
-81.3055557,37.3281836
-84.87328350000001,38.2009055
-74.0434736,40.8859325
-84.7530304,42.243097
-85.3096801,35.0456297
-87.6355995,41.506146
-74.15004689999999,40.7936744
-84.1052256,40.742551
-122.3255254,37.5629917
-82.39988869999999,41.08505419999999
-85.6591442,40.5583739
-87.6300207,40.124481
-76.9224608,36.6776507
-75.9713209,37.28958250000001
-80.0117254,40.6958996
-83.2784851,30.8327022
-90.0489801,35.1495343
-99.1014292,40.7011879
-95.44555,31.1268207
-84.56414699999999,39.2355447
-73.8201337,41.0550969
-106.9561791,44.7971939
-122.273042,37.8715226
-112.3579364,33.4933743
